Start Time,End Time,Sentence,Translation,Emotion
"00:11:32,000","00:11:34,000",حلقاً إحنا ممكن صراحة نعمل,"Fly. We're possible. Honestly, we're working.",neutral
"00:11:34,000","00:11:35,000",باربيكو نايت,Barbeco Knight.,neutral
"00:11:35,000","00:11:36,000",ممكن نقعد,We could go.,neutral
"00:11:36,000","00:11:37,000",ممكن نعمل جامعة,We could do a university.,neutral
"00:11:37,000","00:11:38,000",يعني ممكن أجي؟,"I mean, can I?",neutral
"00:11:38,000","00:11:39,000",آه طبعاً ممكن تيجي,"Oh, of course you can.",neutral
"00:11:39,000","00:11:41,000",إنتي لازم تيجي أصلاً يا سارة,"You already have to go, Sarah.",neutral
"00:11:41,000","00:11:43,000",ما إحنا صرنا يعني مع بعض خلاص,What we have meant together is salvation.,neutral
"00:11:43,000","00:11:44,000",يعني إحنا عم نتج المكان حلو,It means we're the sweetest uncle we've ever been.,anger
"00:11:44,000","00:11:45,000",طبعاً عندي سؤال,Of course I have a question.,neutral
"00:11:45,000","00:11:46,000",عنديك سؤال إسأليها,You have a question. Ask her.,neutral
"00:11:46,000","00:11:48,000",إيه الـPerfect Date في دماغك؟,What's Perfect Date in your brain?,neutral
"00:11:48,000","00:11:50,000",يعني لو أنت الواضح فيه بنت معجبة بيها جداً جداً جداً,"It means if you're obviously a girl who likes her very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very, very...",anger
"00:11:50,000","00:11:51,000",غيرك؟,Other than you?,neutral
"00:11:52,000","00:11:53,000",أيوة غيري؟,What else?,neutral
"00:11:53,000","00:11:55,000",هيكون فين؟ هيكون عامل إزاي؟,Hecun Vin?,neutral
"00:11:55,000","00:11:56,000",هلأ إذا فيه Perfect Date,"Hey, so there's Perfect Date.",neutral
"00:11:56,000","00:11:58,000",ممكن أجهزله يعني,Maybe I'll set him up. It means...,neutral
"00:11:58,000","00:11:58,000",ممكن يكون فيه,Could be in it.,neutral
"00:11:58,000","00:11:59,000",أيوة إيه بقى؟,What's left?,neutral
"00:11:59,000","00:11:59,000",زي إيه؟,Z.A.?,neutral
"00:11:59,000","00:12:01,000",أنا عندي مفاجآت أوي,"I have surprises, Oi.",neutral
"00:12:01,000","00:12:01,000",واو,Wow.,neutral
"00:12:01,000","00:12:04,000",يعني ممكن أفكر بالموضوع إذا كنت مع شخص مناسب,It means I could think about it if you're with someone who's right.,anger
"00:12:04,000","00:12:06,000",صراحة ممكن أعمل مفاجآت ما حدا بيسويها,"Honestly, I can do some kind of surprises.",neutral
"00:12:06,000","00:12:08,000",طب زي إيه؟ قولي بقى يعني عايز أمثال واحد,"Say ""stay"" means one person like you want.",neutral
"00:12:08,000","00:12:11,000",يعني ممكن تكون هي بدها تروح على مسافرة معينة,It means she could be going on a certain flight.,anger
"00:12:11,000","00:12:15,000",وأحجز لها تيكت وعطيها إياها بطريقة كثير حلوة يعني,And book Ticket and give it to her in a sweet way means...,anger
"00:12:15,000","00:12:17,000",طيب ممكن تعمل حاجة بقى,"Well, maybe you can do something that's leftover.",anger
"00:12:17,000","00:12:18,000",زي مثلاً سكايديبنج,Like Skydiping.,neutral
"00:12:18,000","00:12:19,000",دريم بورك,Dream Burke.,neutral
"00:12:19,000","00:12:20,000",ولا حاجات كده ولا إيه؟,"No needs like that, no what?",neutral
"00:12:20,000","00:12:23,000",أنا شخص بيحب الـAdventures كثير,I'm a person who likes Adventures a lot.,anger
"00:12:23,000","00:12:25,000",فيعني إذا هي بتحب الـAdventures أكيد,"So it means if she likes Adventures, sure.",neutral
"00:12:25,000","00:12:26,000",أنا نفسي أروح هايكنغ,I myself am taking Hicking's life.,neutral
"00:12:26,000","00:12:26,000",هايكنغ؟,Hyking?,neutral
"00:12:27,000","00:12:28,000",أنا حدا بيحب المغامرات,I'm so in love with adventures.,neutral
"00:12:28,000","00:12:30,000",هخليك تروحي معاي مغامرات يعني,Let's give it a rest. Adventures mean...,neutral
"00:12:30,000","00:12:31,000",إذا بتحبي طبعاً,"Then love, of course.",neutral
"00:12:31,000","00:12:32,000",ألا إذا بحب أنا بحب,"Unless by love, I'm by love.",neutral
"00:12:32,000","00:12:34,000",ممكن تكون Life Style تبعنا قسطوري,Could be Life Style followed my cathedral.,neutral
"00:12:34,000","00:12:35,000",سوسو بقالك إيه سوسو؟,Susu your grocery-a-susu?,neutral
"00:12:35,000","00:12:36,000",سوسو؟,Susu?,neutral
"00:12:36,000","00:12:37,000",محبتيش؟,Hatish?,neutral
"00:12:38,000","00:12:39,000",حسونا أحلى أشيك,"All right, sweetest check.",neutral
"00:12:39,000","00:12:39,000",طيب سارة,"Okay, Sarah.",neutral
"00:12:39,000","00:12:41,000",شوف حاجة غير,There's no need.,neutral
"00:12:41,000","00:12:43,000",هو أنا معرفتش لسه اسمك الحقيقة,It's me. It's not your real name.,neutral
"00:12:43,000","00:12:44,000",هي سارة هي سارة,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey.",anger
"00:12:44,000","00:12:45,000",خلص سارة,Save Sarah.,neutral
"00:12:45,000","00:12:46,000",تاخد points على المحاولة,Take points to try.,neutral
"00:12:46,000","00:12:47,000",ثانية واحدة,One second.,neutral
"00:12:47,000","00:12:48,000",خد الوردة عشان حاولت,Take the rose because I tried.,neutral
"00:12:49,000","00:12:50,000",حبيت,I liked you.,neutral
"00:12:50,000","00:12:51,000",هاي فيه تطور أنا,"Hey, there's been a development.",neutral
"00:12:51,000","00:12:52,000",أنا مبسوط بالتطور اللي جاعد بيصير في عملي,I'm flattered by the evolution of what I'm about to become in my work.,anger
"00:12:52,000","00:12:54,000",طالما فيه تحسن في الأداء,As long as it has an improvement in performance.,neutral
"00:12:54,000","00:12:54,000",وـ,And...,neutral
"00:12:54,000","00:12:55,000",You're nicer يبقى خلص,You're nicer stays saved,neutral
"00:12:56,000","00:12:57,000",إيش رأيك بالـ,What do you think of...,neutral
"00:12:57,000","00:12:57,000",long distance,long distance,neutral
"00:12:57,000","00:12:58,000",بما أنه أنا يعني,Since it means...,neutral
"00:12:58,000","00:12:59,000",ساكن بالأردن,He's a resident of Jordan.,neutral
"00:12:59,000","00:13:00,000",تساكن بمصر,She lives in Egypt.,neutral
"00:13:00,000","00:13:01,000",فبحس الموضوع شوي,"Just think about it, Zoe.",neutral
"00:13:01,000","00:13:02,000",أنا بالنسبة إلي,"Me, to me.",neutral
"00:13:02,000","00:13:03,000",هيكون صعب علي شوي,"Hey, it's hard for me, Zoe.",neutral
"00:13:03,000","00:13:03,000",فإيش رأيك إنت فيه؟,What do you think of him?,neutral
"00:13:03,000","00:13:05,000",وأنا كمان هيكون صعب جدا,And I'm a violin. It's so hard.,neutral
"00:13:05,000","00:13:06,000",أنا بشتاق قوي,I'm so longing.,neutral
"00:13:06,000","00:13:07,000",فيه حاجات كتير قوي,It's got a lot of stuff going on.,neutral
"00:13:07,000","00:13:08,000",ممكن تتحل يعني,Could decompose mean...,neutral
"00:13:08,000","00:13:09,000",وأجازات بقى وكده,"And vacations, and that's it.",neutral
"00:13:09,000","00:13:10,000",Not enough,Not enough,neutral
"00:13:10,000","00:13:12,000",يعني نكون مع بعض أكتر,It means being together a lot more often.,neutral
"00:13:12,000","00:13:13,000",ممكن تسافر إلى الأردن؟,Can you travel to Jordan?,neutral
"00:13:13,000","00:13:14,000",كزيارة,As a visit.,neutral
"00:13:14,000","00:13:15,000",لو,Lou.,neutral
"00:13:15,000","00:13:16,000",ما أكذبش عليك بصراحة يحسونا,"I'm not lying to you. Honestly, they make us feel better.",anger
"00:13:18,000","00:13:19,000",بس ما أقدرش أعيش بره مصر,I can't live in Egypt.,neutral
"00:13:19,000","00:13:19,000",By the way,By the way,neutral
"00:13:19,000","00:13:21,000",الأردن حلوة جدا,Jordan is very sweet.,neutral
"00:13:21,000","00:13:22,000",بس تأذرها,You'll excuse her.,neutral
"00:13:22,000","00:13:23,000",لكن أعيش بره مصر,But I live in Egypt.,neutral
"00:13:23,000","00:13:24,000",صعب,It's hard.,neutral
"00:13:24,000","00:13:25,000",بس شوفي الموضوع هذا,I'm just gonna take care of this.,neutral
"00:13:25,000","00:13:26,000",يعني بسيط,It means simple.,neutral
"00:13:26,000","00:13:27,000",هنلاجي له حل بالآخر يعني,Hanlaji has a solution for each other means...,neutral
"00:13:27,000","00:13:28,000",ممكن,Maybe.,neutral
"00:13:28,000","00:13:29,000",أمور سهلة,Easy stuff.,neutral
"00:13:30,000","00:13:31,000",كده كده هنلاجي له حل,That's how it works.,neutral
"00:13:31,000","00:13:32,000",أيوة,Yeah.,neutral
"00:13:34,000","00:13:35,000",بالله,"Oh, for God's sake.",neutral
"00:13:36,000","00:13:36,000",ريتس,Rits.,neutral
"00:13:37,000","00:13:38,000",أطيفين,Birds.,neutral
"00:13:38,000","00:13:39,000",على فكرة أنا,"By the way, I...",neutral
"00:13:39,000","00:13:40,000",موجبة,Positive.,neutral
"00:13:40,000","00:13:41,000",ما أتوقع أكثر مني صراحة,What I expect is more honest than I do.,neutral
"00:13:41,000","00:13:42,000",يا سلام,"Oh, boy.",neutral
"00:13:43,000","00:13:44,000",أنا داي صغيرة فمش عارفة,I'm a little dia. I don't know.,neutral
"00:13:44,000","00:13:45,000",أعبر أكتر من كده,I'm saying more than that.,neutral
"00:13:45,000","00:13:47,000",أنا بالنسبة لي موضوع الريتس عندي مهم,"I, for me, am the Writs. I have an important thing to do.",anger
"00:13:47,000","00:13:48,000",فاليوم,Valium.,neutral
"00:13:48,000","00:13:49,000",أعطيت زيادة,I gave an increase.,neutral
"00:13:49,000","00:13:50,000",وأنا كمان,And I'm a violin.,neutral
"00:13:50,000","00:13:51,000",بوردة ولا من غير وردة؟,"Boat, no. Who isn't?",neutral
"00:13:51,000","00:13:53,000",الوردة موجودة على الطاولة يعني,The rose is on the table.,neutral
"00:13:53,000","00:13:53,000",مش عارف كده,I don't know.,neutral
"00:13:53,000","00:13:54,000",ممكن حسب أو لا,May or may not.,neutral
"00:13:54,000","00:13:57,000",أصلا زيادة أعطيتها على الترابيزة فقلت يعني,"I already gave it a raise on the dirt, and I said, ""I mean...""",anger
"00:13:57,000","00:13:58,000",هاي منك فمش حشيلها,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey.",anger
"00:13:58,000","00:13:59,000",عرفتين؟,You knew?,neutral
"00:13:59,000","00:14:00,000",أنا زلمة باهتم في التفاصيل جدا,I'm very interested in detail.,neutral
"00:14:00,000","00:14:01,000",خطير,Dangerous.,neutral
"00:14:01,000","00:14:01,000",حضرية,Urban,neutral
"00:14:01,000","00:14:02,000",حضرنا آخر الحلقة,We're here for the last episode.,neutral
"00:14:07,000","00:14:09,000",بتتوقع شكلي,Expecting my form.,neutral
"00:14:09,000","00:14:10,000",كيف رح يكون؟,How'd it go?,neutral
"00:14:10,000","00:14:11,000",بجد ما عرفش خالص,"Seriously, I didn't know anything pure.",neutral
"00:14:12,000","00:14:13,000",بس حس شعرك بني,"But feel your hair, son.",neutral
"00:14:13,000","00:14:13,000",بني؟,Son?,neutral
"00:14:14,000","00:14:14,000",جريب,Squirrel.,neutral
"00:14:14,000","00:14:16,000",طيب وإنت تفتكر شكلي عامل إزاي؟,"Okay, and you think I'm a fag?",neutral
"00:14:16,000","00:14:18,000",أنا صراحة متوقعك حلوة,I'm honestly expecting you sweet.,neutral
"00:14:18,000","00:14:18,000",عندك حق,You're right.,neutral
"00:14:18,000","00:14:20,000",شعرك لونه أسود ممكن,Your hair's black. It's possible.,neutral
"00:14:20,000","00:14:22,000",عيونك بنية,Your eyes are brown.,neutral
"00:14:22,000","00:14:22,000",مش كله صح,It's not all right.,neutral
"00:14:22,000","00:14:23,000",نص نص,Text,neutral
"00:14:23,000","00:14:24,000",نص نص؟,Text text?,neutral
"00:14:24,000","00:14:25,000",نكتشف هلأ مع بعض,We find out hello together.,neutral
"00:14:28,000","00:14:29,000",هاي كم تحكي كلمات وردنية,"Hey, how many pink words do you say?",neutral
"00:14:29,000","00:14:32,000",أنا بحكي كلمات مصرية فيه كويس,I'm telling Egyptian words. It's okay.,neutral
"00:14:32,000","00:14:33,000",كده كده بقى,That's how it stayed.,neutral
"00:14:33,000","00:14:34,000",بقولك إيه سارة,"You say, ""Ah, Sarah.""",neutral
"00:14:34,000","00:14:37,000",تفتكرين نطلع مع بعض مرة تانية؟,You think we're looking at each other again?,neutral
"00:14:42,000","00:14:43,000",إزايك؟,Isaac?,neutral
"00:14:44,000","00:14:45,000",طلعت حلوة قوي,It's so sweet.,neutral
"00:14:46,000","00:14:47,000",في الأخبار,In the news.,neutral
"00:14:47,000","00:14:48,000",مش كله مع بعض كتير,It's not all together.,neutral
"00:14:48,000","00:14:50,000",يعني هو على الضو شوي,"It means he's on the light, Choi.",neutral
"00:14:51,000","00:14:52,000",بس هو أسود مع بني,But he's black with my son.,neutral
"00:14:52,000","00:14:54,000",أعطتك ياس في الأخبار,She gave you Yas in the news.,neutral
"00:14:54,000","00:14:56,000",بس إحنا شوي كانت بالبداية صعبة,"But, uh, we had a hard time starting over.",neutral
"00:14:56,000","00:14:57,000",بس عشان,But because...,neutral
"00:14:57,000","00:14:58,000",بس خلاص,It's just... it's over.,neutral
"00:14:58,000","00:15:00,000",لما خلص لجام الحجز صار الموضوع سهل,"When he got to the impound room, it was easy.",neutral
"00:15:00,000","00:15:01,000",طب قلت ياس ليه؟,Did you say yes to him?,neutral
"00:15:01,000","00:15:03,000",الموضوع صار كثير أسهل وأحلى وهيك,"It's getting a lot easier and better, and Hick.",neutral
"00:15:03,000","00:15:04,000",فكينا,Untie us.,neutral
"00:15:04,000","00:15:05,000",وأنت طلعت حلوة بعدين,And you're so sweet later.,neutral
"00:15:05,000","00:15:05,000",فانكيو,Funkyo.,neutral
"00:15:05,000","00:15:06,000",فهذا إشي كويس,That's a good thing.,neutral
"00:15:06,000","00:15:07,000",فكينا وإنت كمان,Untie us and you're a violin.,neutral
"00:15:07,000","00:15:09,000",فهاي ياس الأمور تمام,"Hey, guys, it's okay.",neutral
"00:15:16,000","00:15:16,000",وإنت؟,And you?,neutral
"00:15:16,000","00:15:17,000",محمد,Mohammed.,neutral
"00:15:17,000","00:15:17,000",محمد؟,Mohammed?,neutral
"00:15:17,000","00:15:19,000",بس بيحكولي صباغ يعني,Just a painter would mean...,neutral
"00:15:19,000","00:15:20,000",كيف شفتي بدات؟,How did my lips start?,neutral
"00:15:20,000","00:15:20,000",كان حلو,It was sweet.,neutral
"00:15:21,000","00:15:22,000",بتدى صعب,Buddy's hard.,neutral
"00:15:22,000","00:15:23,000",بس بقى حلو,It's just sweet.,neutral
"00:15:23,000","00:15:25,000",بعدين مصري وأردني,Then an Egyptian and he shot me.,neutral
"00:15:25,000","00:15:26,000",آه بس تعلمت,"Oh, I learned.",neutral
"00:15:27,000","00:15:28,000",هسه هسه بنشوف,"Hush. Hush, we'll see.",neutral
"00:15:28,000","00:15:30,000",آه هسه صوتك هسه كويس,"- Ah, your voice. - Ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, a",neutral
"00:15:30,000","00:15:32,000",هاي الكلمة يعني تعتبر,"Hey, the word means consider...",neutral
"00:15:32,000","00:15:33,000",هاي بتحكي,"Hey, itchy.",neutral
"00:15:33,000","00:15:33,000",وإنت تعلمت إيه؟,And you learned what?,neutral
"00:15:34,000","00:15:35,000",والله شكله حلو قوي,And God looks so sweet.,neutral
"00:15:35,000","00:15:37,000",بعدين أنا حسيت في البداية,Then I felt at first.,neutral
"00:15:37,000","00:15:38,000",كنا كثير,We were too much.,neutral
"00:15:38,000","00:15:40,000",ماخدين الموضوع جدي و,What you're taking is serious and...,neutral
"00:15:40,000","00:15:41,000",تحسوا كان تقديم شغل,Feel it. It was a job offer.,neutral
"00:15:46,000","00:15:47,000",ما بعرفش,What do you know?,neutral
"00:15:47,000","00:15:48,000",بس أنا كنت عارف,But I knew it.,neutral
"00:15:48,000","00:15:49,000",بنتشوف ما قتلتيني إيه,"You see what you killed me, eh?",neutral
"00:15:49,000","00:15:50,000",يلا بيني,"Hey, Penny.",neutral
"00:15:50,000","00:15:51,000",الدريم جاي,The Dream Jay.,neutral
"00:15:51,000","00:15:52,000",قتلتيني ستة,You killed six of me.,neutral
"00:15:52,000","00:15:53,000",أنا ما أعطيكي خمسة,I'm not giving you five.,neutral
"00:15:53,000","00:15:54,000",ليه قتلتني خمسة؟,Why did you kill me five?,neutral
"00:15:54,000","00:15:55,000",يعني حسيت لسه كنا,"I mean, I felt like we were...",neutral
"00:15:56,000","00:15:57,000",آه فيه تنشن فبلش تخف,"Ah, it's in there. You're scared.",neutral
"00:15:57,000","00:15:59,000",هلأ بتشوفي الألقام نيحة بتصير,Would you show me the numbers with a muzzle?,anger
"00:15:59,000","00:16:01,000",بس المال أنا بس قتلتك إيه؟,"But the money. I just killed you, eh?",neutral
"00:16:01,000","00:16:02,000",قلب وفلور,A heart and a fluorine.,neutral
"00:16:02,000","00:16:04,000",أنا قتلتك عشرة وفلور,"I killed you, ten and flor.",neutral
"00:16:04,000","00:16:05,000",أوكي نايس,"Okay, Nice.",neutral
"00:16:05,000","00:16:05,000",يعني جريبين من بعض,It means two grapes at a time.,neutral
"00:16:05,000","00:16:06,000",فرنو,Verno.,neutral
"00:16:06,000","00:16:08,000",طيب بس بقى في الليفستايل؟,"Okay, so he stayed at the Livstile?",neutral
"00:16:08,000","00:16:09,000",عشان نشبه بعض يعني طلعنا,"For us to look like each other, it means we're sick.",neutral
"00:16:09,000","00:16:10,000",فعلاً؟,Yeah?,neutral
"00:16:10,000","00:16:11,000",فكويس يعني,"""Queen"" means...",neutral
"00:16:11,000","00:16:13,000",طلعنا كثير نشبه بعض وجريبين,We're so much like each other and Grippins.,neutral
"00:16:13,000","00:16:14,000",أنا حبيت صراحة,I'm a true lover.,neutral
"00:16:14,000","00:16:15,000",أنت حبيتي تديت؟,"You're my girlfriend, huh?",neutral
"00:16:15,000","00:16:16,000",آه قوي بسطت,"Ah, strong. Stretch.",neutral
"00:16:16,000","00:16:18,000",هنطلع مع بعض مرة تانية؟,We're going to hang out again?,neutral
"00:16:18,000","00:16:19,000",في الأردن ولا في مصر؟,"In Jordan, not in Egypt?",neutral
"00:16:19,000","00:16:20,000",اثنين,Two.,neutral
"00:16:20,000","00:16:20,000",أوكي,Okay.,neutral
"00:16:20,000","00:16:22,000",ما تنسوش تعملوا لايك للفيديو ده,You guys aren't working on that video.,neutral
"00:16:22,000","00:16:23,000",وفولوه بإنستيركل على فيسبوك,"On Facebook, he was on Insterkel.",neutral
"00:16:23,000","00:16:24,000",وإنستجرام,Instagram.,neutral
"00:16:24,000","00:16:25,000",وتيك توك وتويتر,Whitick Tock and Twitter.,neutral
"00:16:25,000","00:16:26,000",ومسبسكرايب على يوتيوب,And a screwdriver on YouTube.,neutral
"00:16:26,000","00:16:28,000",لو عايزين تيجوا في دا بلاين ديت شو,If Tijua needs to go to Da Blaine Dit Shaw...,anger
"00:16:28,000","00:16:29,000",اعملوا شير للفيديو ده,Make a video shirt. That's it.,neutral
"00:16:29,000","00:16:31,000",والتاج لثلاثة من صحابكم في الكومنتز,The crown is for three of your commens.,neutral
"00:16:32,000","00:16:32,000",طيب قولك إيه؟,"Okay, what do you say?",neutral
"00:16:32,000","00:16:33,000",همم,Hmm.,neutral
"00:16:33,000","00:16:34,000",بتيجي على الأردن,Pettiji on Jordan.,neutral
"00:16:34,000","00:16:36,000",هتقعديني فين في الأردن؟,You think I'm Finn in Jordan?,neutral
"00:16:36,000","00:16:37,000",في الأردن فيها حاجات كثير حلوة,Jordan has so many sweet needs.,neutral
"00:16:39,000","00:16:40,000",يعني فيها عنا البترة,It's about us being amputated.,neutral
"00:16:40,000","00:16:41,000",فيها عنا الأحلمية,It's about us dreaming.,neutral
"00:16:41,000","00:16:42,000",أنت تعالي والموضوع سهل,"You come on, it's easy.",neutral
"00:16:44,000","00:16:45,000",تفكر في الموضوع؟,Thinking about it?,neutral
"00:16:45,000","00:16:46,000",ما تخليك في مصر؟,What's the matter with you in Egypt?,neutral
"00:16:46,000","00:16:47,000",في مصر ليه؟,In Egypt for what?,neutral
"00:16:55,000","00:16:57,000",ترجمة نانسي قنقر,"== sync, corrected by elderman == @elder_man",neutral
